text,label
  I  want  a  refund.  The  running  shoes  is  uncomfortable  and  the  durability  didn't  work  as  expected.  ,0
Great experience with the smartwatch. Super smooth and the delivery was quick.,1
  Bad  experience.  keyboard  quality  is  unreliable.  I  contacted  support  and  it  was  rude.  ,0
I love the phone case. The fit is excellent. Will definitely buy again!,1
I want a refund. The keyboard is scratchy and the durability didn't work as expected.,0
Disappointed with the backpack. The material was disappointing and delivery was delayed.,0
  I  want  a  refund.  The  backpack  is  broken  and  the  comfort  didn't  work  as  expected.  ,0
The smartwatch arrived incomplete and the material feels poor. Not happy.,0
  I  love  the  backpack.  The  design  is  comfortable.  Will  definitely  buy  again!  ,1
I love the jacket. The durability is solid. Will definitely buy again!,1
  Bad  experience.  running  shoes  quality  is  uncomfortable.  I  contacted  support  and  it  was  ignored  me.  ,0
VERY HAPPY WITH THE BACKPACK. SOUND IS PREMIUM. SUPPORT TEAM WAS RESPONSIVE.,1
  I  want  a  refund.  The  jacket  is  broken  and  the  durability  didn't  work  as  expected.  ,0
The headphones arrived late and the battery feels uncomfortable. Not happy.,0
I WANT A REFUND. THE SMARTWATCH IS SCRATCHY AND THE DESIGN DIDN'T WORK AS EXPECTED.,0
  The  backpack  exceeded  expectations.  quality  feels  excellent  and  worth  the  price.  ,1
  The  phone  case  exceeded  expectations.  sound  feels  excellent  and  worth  the  price.  ,1
  Bad  experience.  backpack  quality  is  terrible.  I  contacted  support  and  it  was  ignored  me.  ,0
  I  love  the  phone  case.  The  durability  is  comfortable.  Will  definitely  buy  again!  ,1
Disappointed with the keyboard. The material was uncomfortable and delivery was delayed.,0
  The  running  shoes  arrived  incomplete  and  the  durability  feels  broken.  Not  happy.  ,0
Disappointed with the keyboard. The quality was broken and delivery was incomplete.,0
Very happy with the keyboard. quality is reliable. Support team was kind.,1
  I  love  the  backpack.  The  design  is  fantastic.  Will  definitely  buy  again!  ,1
I love the keyboard. The sound is reliable. Will definitely buy again!,1
Very happy with the smartwatch. durability is solid. Support team was helpful.,1
Very happy with the smartwatch. design is amazing. Support team was kind.,1
Disappointed with the water bottle. The durability was poor and delivery was delayed.,0
  I  love  the  backpack.  The  comfort  is  premium.  Will  definitely  buy  again!  ,1
  Great  experience  with  the  headphones.  Super  comfortable  and  the  delivery  was  early.  ,1
  Great  experience  with  the  running  shoes.  Super  smooth  and  the  delivery  was  early.  ,1
  I  want  a  refund.  The  keyboard  is  terrible  and  the  design  didn't  work  as  expected.  ,0
Very happy with the phone case. battery is reliable. Support team was helpful.,1
Great experience with the phone case. Super comfortable and the delivery was quick.,1
  Disappointed  with  the  water  bottle.  The  quality  was  disappointing  and  delivery  was  damaged.  ,0
  I  want  a  refund.  The  headphones  is  scratchy  and  the  battery  didn't  work  as  expected.  ,0
  BAD  EXPERIENCE.  HEADPHONES  QUALITY  IS  UNCOMFORTABLE.  I  CONTACTED  SUPPORT  AND  IT  WAS  SLOW.  ,0
  Very  happy  with  the  phone  case.  battery  is  premium.  Support  team  was  helpful.  ,1
  VERY  HAPPY  WITH  THE  PHONE  CASE.  FIT  IS  COMFORTABLE.  SUPPORT  TEAM  WAS  HELPFUL.  ,1
Bad experience. backpack quality is cheap. I contacted support and it was slow.,0
  The  backpack  arrived  late  and  the  sound  feels  cheap.  Not  happy.  ,0
Bad experience. phone case quality is scratchy. I contacted support and it was unhelpful.,0
The keyboard arrived delayed and the quality feels unreliable. Not happy.,0
  Bad  experience.  smartwatch  quality  is  cheap.  I  contacted  support  and  it  was  slow.  ,0
Disappointed with the running shoes. The material was disappointing and delivery was delayed.,0
BAD EXPERIENCE. SMARTWATCH QUALITY IS BROKEN. I CONTACTED SUPPORT AND IT WAS SLOW.,0
Bad experience. headphones quality is disappointing. I contacted support and it was unhelpful.,0
The smartwatch exceeded expectations. durability feels comfortable and worth the price.,1
  Very  happy  with  the  jacket.  fit  is  amazing.  Support  team  was  helpful.  ,1
  Very  happy  with  the  water  bottle.  battery  is  excellent.  Support  team  was  kind.  ,1
THE PHONE CASE ARRIVED LATE AND THE MATERIAL FEELS DISAPPOINTING. NOT HAPPY.,0
  The  water  bottle  arrived  delayed  and  the  design  feels  unreliable.  Not  happy.  ,0
  Very  happy  with  the  headphones.  quality  is  excellent.  Support  team  was  helpful.  ,1
Bad experience. backpack quality is terrible. I contacted support and it was rude.,0
Disappointed with the phone case. The sound was broken and delivery was incomplete.,0
The running shoes arrived incomplete and the design feels unreliable. Not happy.,0
The keyboard exceeded expectations. battery feels smooth and worth the price.,1
Very happy with the headphones. design is fantastic. Support team was kind.,1
Disappointed with the smartwatch. The battery was unreliable and delivery was incomplete.,0
The keyboard arrived incomplete and the sound feels scratchy. Not happy.,0
I love the water bottle. The sound is premium. Will definitely buy again!,1
The jacket exceeded expectations. fit feels smooth and worth the price.,1
Very happy with the water bottle. design is premium. Support team was helpful.,1
Bad experience. phone case quality is scratchy. I contacted support and it was ignored me.,0
Great experience with the running shoes. Super comfortable and the delivery was early.,1
Very happy with the phone case. quality is solid. Support team was responsive.,1
Bad experience. water bottle quality is unreliable. I contacted support and it was rude.,0
Very happy with the water bottle. quality is fantastic. Support team was helpful.,1
Bad experience. backpack quality is poor. I contacted support and it was unhelpful.,0
Bad experience. running shoes quality is cheap. I contacted support and it was unhelpful.,0
Very happy with the running shoes. quality is comfortable. Support team was kind.,1
  The  jacket  arrived  incomplete  and  the  fit  feels  terrible.  Not  happy.  ,0
The running shoes exceeded expectations. battery feels comfortable and worth the price.,1
THE JACKET EXCEEDED EXPECTATIONS. QUALITY FEELS FANTASTIC AND WORTH THE PRICE.,1
Bad experience. keyboard quality is broken. I contacted support and it was unhelpful.,0
  Disappointed  with  the  keyboard.  The  design  was  cheap  and  delivery  was  delayed.  ,0
Great experience with the jacket. Super solid and the delivery was early.,1
Disappointed with the keyboard. The quality was unreliable and delivery was delayed.,0
Bad experience. phone case quality is uncomfortable. I contacted support and it was ignored me.,0
The phone case arrived damaged and the quality feels terrible. Not happy.,0
I WANT A REFUND. THE JACKET IS POOR AND THE BATTERY DIDN'T WORK AS EXPECTED.,0
I want a refund. The water bottle is terrible and the fit didn't work as expected.,0
Very happy with the backpack. material is reliable. Support team was helpful.,1
Very happy with the water bottle. fit is solid. Support team was kind.,1
Disappointed with the headphones. The fit was broken and delivery was incomplete.,0
Very happy with the phone case. fit is smooth. Support team was kind.,1
  Disappointed  with  the  jacket.  The  material  was  broken  and  delivery  was  incomplete.  ,0
  Bad  experience.  keyboard  quality  is  uncomfortable.  I  contacted  support  and  it  was  slow.  ,0
Bad experience. smartwatch quality is disappointing. I contacted support and it was ignored me.,0
  I  want  a  refund.  The  running  shoes  is  uncomfortable  and  the  fit  didn't  work  as  expected.  ,0
GREAT EXPERIENCE WITH THE HEADPHONES. SUPER FANTASTIC AND THE DELIVERY WAS EARLY.,1
I want a refund. The jacket is terrible and the comfort didn't work as expected.,0
The backpack arrived delayed and the battery feels uncomfortable. Not happy.,0
  Disappointed  with  the  jacket.  The  design  was  uncomfortable  and  delivery  was  damaged.  ,0
Very happy with the jacket. battery is amazing. Support team was helpful.,1
The water bottle exceeded expectations. comfort feels reliable and worth the price.,1
Disappointed with the phone case. The sound was cheap and delivery was late.,0
Disappointed with the backpack. The fit was disappointing and delivery was damaged.,0
  Bad  experience.  headphones  quality  is  uncomfortable.  I  contacted  support  and  it  was  slow.  ,0
I love the backpack. The fit is excellent. Will definitely buy again!,1
The water bottle exceeded expectations. material feels amazing and worth the price.,1
Disappointed with the running shoes. The sound was uncomfortable and delivery was damaged.,0
  I  love  the  running  shoes.  The  battery  is  amazing.  Will  definitely  buy  again!  ,1
  Bad  experience.  jacket  quality  is  broken.  I  contacted  support  and  it  was  slow.  ,0
The keyboard exceeded expectations. design feels solid and worth the price.,1
I want a refund. The phone case is disappointing and the battery didn't work as expected.,0
The water bottle arrived delayed and the comfort feels disappointing. Not happy.,0
I love the backpack. The quality is reliable. Will definitely buy again!,1
The phone case exceeded expectations. material feels amazing and worth the price.,1
  I  want  a  refund.  The  jacket  is  poor  and  the  material  didn't  work  as  expected.  ,0
  I  LOVE  THE  HEADPHONES.  THE  QUALITY  IS  FANTASTIC.  WILL  DEFINITELY  BUY  AGAIN!  ,1
The keyboard arrived delayed and the quality feels unreliable. Not happy.,0
  The  smartwatch  exceeded  expectations.  sound  feels  fantastic  and  worth  the  price.  ,1
  The  water  bottle  exceeded  expectations.  durability  feels  fantastic  and  worth  the  price.  ,1
  Disappointed  with  the  water  bottle.  The  quality  was  disappointing  and  delivery  was  late.  ,0
  Very  happy  with  the  water  bottle.  material  is  solid.  Support  team  was  responsive.  ,1
Great experience with the phone case. Super fantastic and the delivery was on time.,1
Disappointed with the backpack. The design was uncomfortable and delivery was delayed.,0
The keyboard exceeded expectations. fit feels reliable and worth the price.,1
  Very  happy  with  the  smartwatch.  durability  is  smooth.  Support  team  was  helpful.  ,1
The jacket exceeded expectations. durability feels fantastic and worth the price.,1
Very happy with the jacket. design is premium. Support team was helpful.,1
  BAD  EXPERIENCE.  SMARTWATCH  QUALITY  IS  UNCOMFORTABLE.  I  CONTACTED  SUPPORT  AND  IT  WAS  RUDE.  ,0
  Disappointed  with  the  running  shoes.  The  quality  was  disappointing  and  delivery  was  incomplete.  ,0
Great experience with the backpack. Super comfortable and the delivery was quick.,1
The jacket arrived damaged and the sound feels cheap. Not happy.,0
Great experience with the backpack. Super premium and the delivery was on time.,1
Disappointed with the smartwatch. The comfort was broken and delivery was damaged.,0
Disappointed with the water bottle. The durability was scratchy and delivery was delayed.,0
Disappointed with the headphones. The battery was poor and delivery was delayed.,0
  DISAPPOINTED  WITH  THE  KEYBOARD.  THE  DURABILITY  WAS  DISAPPOINTING  AND  DELIVERY  WAS  LATE.  ,0
Disappointed with the water bottle. The quality was uncomfortable and delivery was late.,0
  Bad  experience.  jacket  quality  is  scratchy.  I  contacted  support  and  it  was  rude.  ,0
  The  phone  case  exceeded  expectations.  design  feels  excellent  and  worth  the  price.  ,1
Great experience with the phone case. Super reliable and the delivery was early.,1
I want a refund. The phone case is disappointing and the design didn't work as expected.,0
Disappointed with the smartwatch. The design was scratchy and delivery was incomplete.,0
  Bad  experience.  headphones  quality  is  uncomfortable.  I  contacted  support  and  it  was  rude.  ,0
  Very  happy  with  the  running  shoes.  material  is  smooth.  Support  team  was  kind.  ,1
Bad experience. running shoes quality is uncomfortable. I contacted support and it was ignored me.,0
The headphones exceeded expectations. material feels excellent and worth the price.,1
  The  smartwatch  exceeded  expectations.  fit  feels  comfortable  and  worth  the  price.  ,1
I want a refund. The smartwatch is terrible and the material didn't work as expected.,0
  The  water  bottle  exceeded  expectations.  quality  feels  solid  and  worth  the  price.  ,1
  Disappointed  with  the  backpack.  The  durability  was  disappointing  and  delivery  was  damaged.  ,0
  Great  experience  with  the  jacket.  Super  smooth  and  the  delivery  was  on  time.  ,1
I WANT A REFUND. THE PHONE CASE IS CHEAP AND THE QUALITY DIDN'T WORK AS EXPECTED.,0
  Very  happy  with  the  keyboard.  durability  is  excellent.  Support  team  was  helpful.  ,1
Bad experience. phone case quality is disappointing. I contacted support and it was unhelpful.,0
  I  love  the  smartwatch.  The  battery  is  smooth.  Will  definitely  buy  again!  ,1
  Disappointed  with  the  smartwatch.  The  design  was  disappointing  and  delivery  was  incomplete.  ,0
I love the running shoes. The battery is premium. Will definitely buy again!,1
Great experience with the running shoes. Super comfortable and the delivery was early.,1
  Great  experience  with  the  backpack.  Super  comfortable  and  the  delivery  was  quick.  ,1
I want a refund. The smartwatch is poor and the sound didn't work as expected.,0
  Bad  experience.  backpack  quality  is  cheap.  I  contacted  support  and  it  was  unhelpful.  ,0
  The  phone  case  exceeded  expectations.  sound  feels  smooth  and  worth  the  price.  ,1
I love the running shoes. The quality is solid. Will definitely buy again!,1
I want a refund. The jacket is scratchy and the design didn't work as expected.,0
  Disappointed  with  the  headphones.  The  fit  was  broken  and  delivery  was  late.  ,0
Great experience with the jacket. Super excellent and the delivery was quick.,1
Disappointed with the water bottle. The comfort was poor and delivery was incomplete.,0
Disappointed with the keyboard. The comfort was uncomfortable and delivery was incomplete.,0
Disappointed with the headphones. The sound was terrible and delivery was late.,0
The smartwatch arrived damaged and the durability feels broken. Not happy.,0
I love the headphones. The fit is amazing. Will definitely buy again!,1
I want a refund. The jacket is poor and the battery didn't work as expected.,0
I want a refund. The backpack is disappointing and the quality didn't work as expected.,0
  I  love  the  running  shoes.  The  quality  is  comfortable.  Will  definitely  buy  again!  ,1
Great experience with the water bottle. Super reliable and the delivery was on time.,1
  The  water  bottle  arrived  damaged  and  the  comfort  feels  cheap.  Not  happy.  ,0
Disappointed with the jacket. The battery was unreliable and delivery was incomplete.,0
  Very  happy  with  the  jacket.  sound  is  amazing.  Support  team  was  responsive.  ,1
The headphones exceeded expectations. battery feels solid and worth the price.,1
I love the backpack. The durability is amazing. Will definitely buy again!,1
  The  keyboard  exceeded  expectations.  durability  feels  reliable  and  worth  the  price.  ,1
The headphones exceeded expectations. design feels amazing and worth the price.,1
Disappointed with the phone case. The sound was cheap and delivery was incomplete.,0
Disappointed with the jacket. The sound was unreliable and delivery was delayed.,0
The headphones exceeded expectations. design feels reliable and worth the price.,1
The jacket arrived late and the material feels terrible. Not happy.,0
The water bottle exceeded expectations. battery feels fantastic and worth the price.,1
  DISAPPOINTED  WITH  THE  SMARTWATCH.  THE  QUALITY  WAS  UNCOMFORTABLE  AND  DELIVERY  WAS  DELAYED.  ,0
  Great  experience  with  the  phone  case.  Super  solid  and  the  delivery  was  quick.  ,1
Disappointed with the headphones. The fit was unreliable and delivery was delayed.,0
Disappointed with the headphones. The material was terrible and delivery was incomplete.,0
I want a refund. The keyboard is unreliable and the battery didn't work as expected.,0
Bad experience. keyboard quality is cheap. I contacted support and it was unhelpful.,0
The running shoes exceeded expectations. comfort feels reliable and worth the price.,1
  Great  experience  with  the  backpack.  Super  solid  and  the  delivery  was  on  time.  ,1
Bad experience. keyboard quality is disappointing. I contacted support and it was ignored me.,0
I love the headphones. The durability is premium. Will definitely buy again!,1
  I  want  a  refund.  The  running  shoes  is  poor  and  the  design  didn't  work  as  expected.  ,0
The smartwatch exceeded expectations. durability feels amazing and worth the price.,1
  Bad  experience.  jacket  quality  is  cheap.  I  contacted  support  and  it  was  ignored  me.  ,0
BAD EXPERIENCE. KEYBOARD QUALITY IS SCRATCHY. I CONTACTED SUPPORT AND IT WAS RUDE.,0
  Disappointed  with  the  keyboard.  The  fit  was  uncomfortable  and  delivery  was  late.  ,0
I love the running shoes. The design is fantastic. Will definitely buy again!,1
Great experience with the water bottle. Super comfortable and the delivery was on time.,1
The headphones arrived delayed and the battery feels unreliable. Not happy.,0
  Great  experience  with  the  smartwatch.  Super  premium  and  the  delivery  was  early.  ,1
I love the backpack. The battery is solid. Will definitely buy again!,1
  The  smartwatch  arrived  damaged  and  the  battery  feels  uncomfortable.  Not  happy.  ,0
Bad experience. water bottle quality is cheap. I contacted support and it was rude.,0
Disappointed with the keyboard. The comfort was poor and delivery was incomplete.,0
  I  want  a  refund.  The  running  shoes  is  cheap  and  the  fit  didn't  work  as  expected.  ,0
  Very  happy  with  the  backpack.  fit  is  fantastic.  Support  team  was  helpful.  ,1
The running shoes exceeded expectations. comfort feels comfortable and worth the price.,1
I want a refund. The phone case is poor and the design didn't work as expected.,0
VERY HAPPY WITH THE KEYBOARD. BATTERY IS SMOOTH. SUPPORT TEAM WAS KIND.,1
Disappointed with the running shoes. The durability was cheap and delivery was late.,0
The jacket exceeded expectations. fit feels comfortable and worth the price.,1
Disappointed with the running shoes. The durability was disappointing and delivery was late.,0
I love the water bottle. The design is solid. Will definitely buy again!,1
  Bad  experience.  jacket  quality  is  scratchy.  I  contacted  support  and  it  was  unhelpful.  ,0
  Disappointed  with  the  running  shoes.  The  comfort  was  scratchy  and  delivery  was  late.  ,0
  I  want  a  refund.  The  keyboard  is  terrible  and  the  design  didn't  work  as  expected.  ,0
  The  backpack  exceeded  expectations.  material  feels  amazing  and  worth  the  price.  ,1
Very happy with the running shoes. design is reliable. Support team was responsive.,1
The phone case arrived incomplete and the sound feels scratchy. Not happy.,0
  Great  experience  with  the  headphones.  Super  excellent  and  the  delivery  was  early.  ,1
I want a refund. The water bottle is cheap and the quality didn't work as expected.,0
I want a refund. The keyboard is poor and the comfort didn't work as expected.,0
Disappointed with the water bottle. The fit was terrible and delivery was incomplete.,0
Great experience with the running shoes. Super excellent and the delivery was on time.,1
The water bottle arrived incomplete and the durability feels scratchy. Not happy.,0
I want a refund. The jacket is unreliable and the fit didn't work as expected.,0
Great experience with the backpack. Super fantastic and the delivery was on time.,1
Bad experience. keyboard quality is unreliable. I contacted support and it was slow.,0
  Very  happy  with  the  smartwatch.  material  is  solid.  Support  team  was  responsive.  ,1
Disappointed with the phone case. The design was unreliable and delivery was delayed.,0
Great experience with the smartwatch. Super excellent and the delivery was quick.,1
I want a refund. The keyboard is broken and the design didn't work as expected.,0
  The  headphones  arrived  late  and  the  fit  feels  cheap.  Not  happy.  ,0
VERY HAPPY WITH THE JACKET. COMFORT IS COMFORTABLE. SUPPORT TEAM WAS RESPONSIVE.,1
  The  backpack  exceeded  expectations.  fit  feels  solid  and  worth  the  price.  ,1
Bad experience. smartwatch quality is terrible. I contacted support and it was unhelpful.,0
I love the water bottle. The quality is amazing. Will definitely buy again!,1
I want a refund. The keyboard is disappointing and the comfort didn't work as expected.,0
Great experience with the running shoes. Super solid and the delivery was on time.,1
  The  keyboard  exceeded  expectations.  fit  feels  reliable  and  worth  the  price.  ,1
I WANT A REFUND. THE PHONE CASE IS POOR AND THE DESIGN DIDN'T WORK AS EXPECTED.,0
I love the jacket. The durability is fantastic. Will definitely buy again!,1
The water bottle arrived delayed and the material feels disappointing. Not happy.,0
  The  headphones  arrived  late  and  the  durability  feels  disappointing.  Not  happy.  ,0
Very happy with the backpack. battery is comfortable. Support team was kind.,1
Very happy with the water bottle. durability is reliable. Support team was responsive.,1
Very happy with the keyboard. quality is solid. Support team was helpful.,1
Very happy with the headphones. battery is fantastic. Support team was responsive.,1
The phone case arrived incomplete and the sound feels uncomfortable. Not happy.,0
I want a refund. The headphones is scratchy and the quality didn't work as expected.,0
Bad experience. backpack quality is disappointing. I contacted support and it was unhelpful.,0
Bad experience. smartwatch quality is terrible. I contacted support and it was ignored me.,0
  Great  experience  with  the  backpack.  Super  premium  and  the  delivery  was  early.  ,1
  The  phone  case  arrived  delayed  and  the  design  feels  scratchy.  Not  happy.  ,0
Very happy with the keyboard. durability is smooth. Support team was kind.,1
I want a refund. The jacket is uncomfortable and the comfort didn't work as expected.,0
I LOVE THE KEYBOARD. THE FIT IS COMFORTABLE. WILL DEFINITELY BUY AGAIN!,1
  I  love  the  keyboard.  The  battery  is  solid.  Will  definitely  buy  again!  ,1
THE KEYBOARD ARRIVED DAMAGED AND THE FIT FEELS UNCOMFORTABLE. NOT HAPPY.,0
Disappointed with the headphones. The sound was terrible and delivery was incomplete.,0
  Very  happy  with  the  jacket.  comfort  is  fantastic.  Support  team  was  responsive.  ,1
Disappointed with the water bottle. The design was poor and delivery was delayed.,0
The jacket arrived delayed and the comfort feels broken. Not happy.,0
Great experience with the phone case. Super excellent and the delivery was quick.,1
Very happy with the jacket. durability is amazing. Support team was responsive.,1
Bad experience. headphones quality is broken. I contacted support and it was unhelpful.,0
Bad experience. jacket quality is unreliable. I contacted support and it was unhelpful.,0
I want a refund. The running shoes is disappointing and the comfort didn't work as expected.,0
  The  phone  case  arrived  late  and  the  material  feels  broken.  Not  happy.  ,0
GREAT EXPERIENCE WITH THE PHONE CASE. SUPER PREMIUM AND THE DELIVERY WAS ON TIME.,1
  Bad  experience.  phone  case  quality  is  disappointing.  I  contacted  support  and  it  was  rude.  ,0
Great experience with the backpack. Super excellent and the delivery was quick.,1
I want a refund. The water bottle is cheap and the fit didn't work as expected.,0
  The  jacket  exceeded  expectations.  sound  feels  amazing  and  worth  the  price.  ,1
Very happy with the backpack. design is premium. Support team was kind.,1
Very happy with the running shoes. material is excellent. Support team was responsive.,1
  Great  experience  with  the  phone  case.  Super  reliable  and  the  delivery  was  quick.  ,1
  Disappointed  with  the  water  bottle.  The  quality  was  scratchy  and  delivery  was  damaged.  ,0
I want a refund. The water bottle is scratchy and the durability didn't work as expected.,0
Very happy with the backpack. design is comfortable. Support team was kind.,1
I love the phone case. The quality is comfortable. Will definitely buy again!,1
I love the backpack. The quality is premium. Will definitely buy again!,1
  Very  happy  with  the  running  shoes.  comfort  is  reliable.  Support  team  was  responsive.  ,1
I love the keyboard. The sound is excellent. Will definitely buy again!,1
The backpack exceeded expectations. fit feels reliable and worth the price.,1
The running shoes exceeded expectations. comfort feels solid and worth the price.,1
Great experience with the headphones. Super reliable and the delivery was on time.,1
  The  jacket  arrived  late  and  the  durability  feels  unreliable.  Not  happy.  ,0
  Great  experience  with  the  headphones.  Super  fantastic  and  the  delivery  was  quick.  ,1
  Disappointed  with  the  smartwatch.  The  sound  was  cheap  and  delivery  was  late.  ,0
  The  jacket  arrived  delayed  and  the  battery  feels  terrible.  Not  happy.  ,0
  Great  experience  with  the  backpack.  Super  solid  and  the  delivery  was  quick.  ,1
  Very  happy  with  the  water  bottle.  design  is  reliable.  Support  team  was  helpful.  ,1
Disappointed with the smartwatch. The durability was scratchy and delivery was delayed.,0
  Bad  experience.  running  shoes  quality  is  cheap.  I  contacted  support  and  it  was  unhelpful.  ,0
I want a refund. The keyboard is unreliable and the design didn't work as expected.,0
Great experience with the jacket. Super premium and the delivery was early.,1
Disappointed with the keyboard. The material was terrible and delivery was late.,0
  DISAPPOINTED  WITH  THE  HEADPHONES.  THE  DESIGN  WAS  UNCOMFORTABLE  AND  DELIVERY  WAS  DAMAGED.  ,0
Disappointed with the phone case. The durability was cheap and delivery was incomplete.,0
  Very  happy  with  the  headphones.  design  is  reliable.  Support  team  was  helpful.  ,1
The headphones exceeded expectations. fit feels reliable and worth the price.,1
  I  want  a  refund.  The  phone  case  is  scratchy  and  the  design  didn't  work  as  expected.  ,0
Great experience with the jacket. Super smooth and the delivery was on time.,1
The smartwatch exceeded expectations. quality feels fantastic and worth the price.,1
I want a refund. The water bottle is cheap and the sound didn't work as expected.,0
  I  want  a  refund.  The  water  bottle  is  cheap  and  the  battery  didn't  work  as  expected.  ,0
Great experience with the backpack. Super smooth and the delivery was quick.,1
I want a refund. The phone case is uncomfortable and the sound didn't work as expected.,0
  I  love  the  smartwatch.  The  sound  is  solid.  Will  definitely  buy  again!  ,1
  Great  experience  with  the  backpack.  Super  premium  and  the  delivery  was  on  time.  ,1
Disappointed with the running shoes. The durability was unreliable and delivery was delayed.,0
  I  LOVE  THE  JACKET.  THE  FIT  IS  EXCELLENT.  WILL  DEFINITELY  BUY  AGAIN!  ,1
  Great  experience  with  the  keyboard.  Super  fantastic  and  the  delivery  was  quick.  ,1
  Disappointed  with  the  running  shoes.  The  durability  was  terrible  and  delivery  was  incomplete.  ,0
Bad experience. water bottle quality is broken. I contacted support and it was unhelpful.,0
  Very  happy  with  the  keyboard.  comfort  is  reliable.  Support  team  was  responsive.  ,1
  Very  happy  with  the  smartwatch.  material  is  comfortable.  Support  team  was  helpful.  ,1
  Great  experience  with  the  headphones.  Super  fantastic  and  the  delivery  was  early.  ,1
Bad experience. jacket quality is scratchy. I contacted support and it was slow.,0
Very happy with the jacket. quality is comfortable. Support team was kind.,1
The phone case exceeded expectations. comfort feels fantastic and worth the price.,1
The water bottle arrived damaged and the fit feels scratchy. Not happy.,0
I WANT A REFUND. THE PHONE CASE IS POOR AND THE QUALITY DIDN'T WORK AS EXPECTED.,0
Very happy with the water bottle. material is smooth. Support team was kind.,1
I love the phone case. The durability is solid. Will definitely buy again!,1
  The  backpack  exceeded  expectations.  quality  feels  comfortable  and  worth  the  price.  ,1
I love the water bottle. The quality is smooth. Will definitely buy again!,1
  I  want  a  refund.  The  water  bottle  is  broken  and  the  quality  didn't  work  as  expected.  ,0
I love the keyboard. The material is solid. Will definitely buy again!,1
  I  love  the  keyboard.  The  quality  is  comfortable.  Will  definitely  buy  again!  ,1
  Great  experience  with  the  backpack.  Super  fantastic  and  the  delivery  was  on  time.  ,1
Disappointed with the water bottle. The battery was broken and delivery was damaged.,0
I want a refund. The running shoes is broken and the durability didn't work as expected.,0
The keyboard exceeded expectations. durability feels reliable and worth the price.,1
Great experience with the smartwatch. Super solid and the delivery was quick.,1
The water bottle arrived incomplete and the sound feels disappointing. Not happy.,0
The smartwatch arrived damaged and the comfort feels scratchy. Not happy.,0
  Great  experience  with  the  headphones.  Super  comfortable  and  the  delivery  was  on  time.  ,1
BAD EXPERIENCE. WATER BOTTLE QUALITY IS CHEAP. I CONTACTED SUPPORT AND IT WAS RUDE.,0
Great experience with the running shoes. Super reliable and the delivery was on time.,1
I love the headphones. The design is excellent. Will definitely buy again!,1
The keyboard exceeded expectations. battery feels reliable and worth the price.,1
I love the keyboard. The durability is comfortable. Will definitely buy again!,1
  The  water  bottle  arrived  incomplete  and  the  sound  feels  poor.  Not  happy.  ,0
The smartwatch exceeded expectations. comfort feels solid and worth the price.,1
I want a refund. The smartwatch is unreliable and the fit didn't work as expected.,0
  Very  happy  with  the  smartwatch.  quality  is  premium.  Support  team  was  kind.  ,1
  Bad  experience.  keyboard  quality  is  scratchy.  I  contacted  support  and  it  was  unhelpful.  ,0
Very happy with the backpack. fit is solid. Support team was kind.,1
I love the headphones. The quality is solid. Will definitely buy again!,1
  Disappointed  with  the  water  bottle.  The  sound  was  unreliable  and  delivery  was  damaged.  ,0
Great experience with the backpack. Super fantastic and the delivery was on time.,1
Very happy with the keyboard. durability is comfortable. Support team was responsive.,1
I want a refund. The backpack is unreliable and the comfort didn't work as expected.,0
  Disappointed  with  the  smartwatch.  The  design  was  uncomfortable  and  delivery  was  delayed.  ,0
  I  love  the  smartwatch.  The  sound  is  solid.  Will  definitely  buy  again!  ,1
  The  headphones  exceeded  expectations.  quality  feels  excellent  and  worth  the  price.  ,1
  Bad  experience.  running  shoes  quality  is  scratchy.  I  contacted  support  and  it  was  slow.  ,0
I love the jacket. The sound is comfortable. Will definitely buy again!,1
The water bottle exceeded expectations. sound feels smooth and worth the price.,1
Very happy with the smartwatch. design is excellent. Support team was kind.,1
  GREAT  EXPERIENCE  WITH  THE  JACKET.  SUPER  FANTASTIC  AND  THE  DELIVERY  WAS  ON  TIME.  ,1
  I  want  a  refund.  The  phone  case  is  terrible  and  the  quality  didn't  work  as  expected.  ,0
  I  love  the  water  bottle.  The  quality  is  premium.  Will  definitely  buy  again!  ,1
  The  smartwatch  exceeded  expectations.  quality  feels  reliable  and  worth  the  price.  ,1
The headphones arrived damaged and the quality feels unreliable. Not happy.,0
The jacket arrived late and the sound feels terrible. Not happy.,0
  Great  experience  with  the  jacket.  Super  premium  and  the  delivery  was  on  time.  ,1
  Very  happy  with  the  headphones.  comfort  is  amazing.  Support  team  was  kind.  ,1
The keyboard arrived late and the fit feels unreliable. Not happy.,0
I want a refund. The running shoes is disappointing and the durability didn't work as expected.,0
  GREAT  EXPERIENCE  WITH  THE  SMARTWATCH.  SUPER  COMFORTABLE  AND  THE  DELIVERY  WAS  ON  TIME.  ,1
I love the keyboard. The sound is smooth. Will definitely buy again!,1
I love the backpack. The durability is premium. Will definitely buy again!,1
  Bad  experience.  water  bottle  quality  is  poor.  I  contacted  support  and  it  was  rude.  ,0
  Great  experience  with  the  backpack.  Super  premium  and  the  delivery  was  early.  ,1
The smartwatch arrived delayed and the durability feels terrible. Not happy.,0
Bad experience. smartwatch quality is disappointing. I contacted support and it was rude.,0
I love the phone case. The durability is excellent. Will definitely buy again!,1
