customer_id,age,income_band,city_tier,membership_type,num_visits,days_since_last_purchase,product_categories_purchased,num_transactions,avg_transaction_value,discount_used,total_spend,target
C101264,30.0,Low,Tier 2,Gold,25.0,25.0,,3.0,185.87,268.0,155.11,1616.67
C101265,19.0,Mid,Tier 2,Gold,19.0,141.0,9.0,3.0,529.19,241.83,1316.04,2304.06
C101266,20.0,Mid,Tier 3,Gold,23.0,208.0,,2.0,383.58,357.68,217.31,953.62
C101267,37.0,Low,Tier 3,Silver,18.0,339.0,4.0,4.0,221.88,255.94,602.38,564.28
C101268,68.0,,Tier 2,Silver,16.0,275.0,5.0,2.0,457.97,219.47,922.9,1139.6
C101269,20.0,Mid,Tier 1,Silver,15.0,70.0,4.0,2.0,361.47,238.02,556.03,964.16
C101270,37.0,High,Tier 1,Platinum,19.0,156.0,9.0,8.0,903.48,242.38,6905.18,5265.24
C101271,23.0,High,Tier 3,Silver,18.0,313.0,2.0,2.0,424.9,250.08,654.86,376.04
C101272,67.0,Mid,Tier 2,Gold,23.0,90.0,1.0,5.0,465.07,305.6,1884.13,1256.27
C101273,53.0,High,Tier 3,Silver,16.0,330.0,2.0,2.0,377.48,172.32,446.98,463.13
C101274,58.0,Mid,Tier 2,Platinum,21.0,195.0,4.0,9.0,632.3,310.6,5458.63,3707.13
C101275,55.0,Mid,Tier 1,Silver,23.0,229.0,3.0,3.0,544.58,278.54,1317.7,1231.26
C101276,52.0,Mid,Tier 2,Silver,14.0,242.0,4.0,2.0,275.03,175.14,348.13,449.19
C101277,59.0,Low,Tier 3,Gold,14.0,354.0,5.0,5.0,356.06,154.81,1619.57,1621.52
C101278,18.0,Mid,Tier 3,Silver,,251.0,5.0,8.0,324.65,329.88,2236.56,1687.15
C101279,63.0,High,Tier 1,Gold,,150.0,3.0,2.0,708.66,243.1,1330.79,1519.89
C101280,57.0,Low,Tier 2,Silver,25.0,215.0,4.0,3.0,299.61,296.68,427.05,904.94
C101281,57.0,High,Tier 1,Platinum,15.0,255.0,5.0,6.0,769.16,164.45,4354.18,3087.69
C101282,38.0,High,Tier 3,Gold,13.0,218.0,5.0,6.0,468.28,160.65,2676.17,2174.11
C101283,60.0,Low,Tier 1,Silver,,3.0,,4.0,282.38,173.59,815.87,1773.44
C101284,38.0,Mid,Tier 2,Gold,24.0,330.0,7.0,5.0,535.36,247.43,2337.9,2211.1
C101285,20.0,High,Tier 1,Gold,12.0,100.0,7.0,3.0,654.92,149.07,1918.88,2079.19
C101286,66.0,High,Tier 2,Gold,12.0,238.0,6.0,1.0,628.08,183.67,343.29,850.0
C101287,30.0,Low,Tier 2,Silver,20.0,,3.0,4.0,266.98,249.89,916.2,1039.99
C101288,23.0,Low,Tier 2,Silver,17.0,43.0,3.0,2.0,267.93,183.5,191.03,952.85
C101289,50.0,Mid,Tier 3,Gold,,320.0,8.0,3.0,405.91,312.23,1152.1,2147.97
C101290,30.0,Low,Tier 3,Silver,20.0,30.0,6.0,8.0,171.09,208.42,1241.91,1908.34
C101291,63.0,Low,Tier 3,Gold,16.0,348.0,6.0,2.0,282.99,281.55,368.81,1021.51
C101292,41.0,Low,Tier 2,Silver,21.0,337.0,7.0,4.0,229.76,238.01,634.5,804.6
C101293,18.0,Low,Tier 2,Gold,25.0,212.0,9.0,9.0,323.55,312.83,2600.43,2778.27
C101294,68.0,Mid,Tier 2,Silver,12.0,349.0,4.0,1.0,295.72,142.6,476.84,433.95
C101295,45.0,Mid,Tier 2,Gold,22.0,313.0,4.0,4.0,582.8,278.53,1921.52,1386.61
C101296,31.0,Mid,Tier 2,Silver,19.0,329.0,7.0,4.0,213.47,286.27,499.86,1263.5
C101297,53.0,Mid,Tier 2,Silver,27.0,292.0,5.0,8.0,216.04,270.52,1418.04,1231.32
C101298,46.0,Mid,Tier 1,Silver,9.0,340.0,6.0,2.0,436.66,114.46,779.47,771.32
C101299,19.0,Low,Tier 2,Gold,14.0,283.0,6.0,1.0,394.04,175.13,301.46,587.27
C101300,58.0,Low,Tier 1,Silver,19.0,322.0,4.0,6.0,430.41,218.54,2423.52,1759.04
C101301,39.0,Low,Tier 1,Gold,22.0,40.0,5.0,4.0,356.41,245.47,1050.96,1822.62
C101302,55.0,Low,Tier 1,Silver,19.0,156.0,9.0,1.0,302.21,251.89,142.74,1100.72
C101303,65.0,Low,Tier 1,Gold,17.0,175.0,6.0,4.0,417.44,203.12,1558.29,1675.84
C101304,50.0,Low,Tier 3,,17.0,332.0,7.0,3.0,407.38,244.79,986.07,1540.5
C101305,53.0,Low,Tier 2,Silver,14.0,177.0,3.0,3.0,157.66,160.47,237.32,765.28
C101306,,Mid,Tier 1,Silver,12.0,160.0,1.0,5.0,417.97,140.03,1984.24,1246.15
C101307,30.0,Mid,Tier 3,Silver,23.0,288.0,6.0,7.0,366.22,349.52,2180.47,1778.65
C101308,,High,Tier 3,Gold,18.0,237.0,5.0,4.0,504.85,276.25,1737.55,1639.26
C101309,63.0,Mid,Tier 3,Platinum,15.0,214.0,8.0,3.0,538.68,192.69,1425.83,1851.17
C101310,45.0,Mid,Tier 3,Silver,18.0,334.0,7.0,3.0,266.01,250.11,443.13,914.16
C101311,36.0,Low,Tier 3,Gold,21.0,300.0,8.0,3.0,392.99,332.95,850.62,1312.78
C101312,59.0,Mid,Tier 2,Gold,14.0,260.0,3.0,3.0,296.41,,807.67,976.02
C101313,63.0,Low,Tier 3,Gold,17.0,350.0,4.0,3.0,274.51,295.3,609.72,746.08
C101314,65.0,Mid,Tier 3,Silver,21.0,17.0,3.0,5.0,360.49,350.57,1428.88,1176.1
C101315,33.0,Mid,Tier 2,Platinum,21.0,203.0,3.0,7.0,536.94,256.97,3472.47,2677.64
C101316,55.0,Mid,Tier 3,Silver,8.0,11.0,5.0,2.0,383.35,146.26,831.49,1489.61
C101317,49.0,Low,Tier 3,Gold,14.0,289.0,6.0,3.0,300.91,212.61,585.95,1101.45
C101318,41.0,Mid,Tier 3,Silver,17.0,46.0,10.0,1.0,339.1,222.65,194.15,1375.17
C101319,39.0,High,Tier 3,Gold,13.0,205.0,3.0,2.0,576.76,183.53,1116.47,1442.28
C101320,24.0,Mid,Tier 2,Platinum,13.0,286.0,3.0,4.0,555.81,150.86,1940.6,1487.06
C101321,32.0,Mid,Tier 2,Platinum,15.0,229.0,4.0,5.0,427.58,203.14,1914.88,1838.18
C101322,47.0,Mid,Tier 2,Silver,17.0,21.0,6.0,3.0,490.19,223.9,1380.08,1690.31
C101323,64.0,Low,Tier 2,Gold,19.0,174.0,3.0,4.0,437.51,225.43,1437.52,1264.69
C101324,63.0,Mid,Tier 3,Silver,20.0,285.0,8.0,4.0,372.9,281.2,1228.55,1798.91
C101325,27.0,Mid,Tier 3,Gold,22.0,351.0,5.0,1.0,364.74,296.36,0.0,507.52
C101326,54.0,Low,Tier 2,Silver,19.0,328.0,6.0,4.0,298.26,219.8,925.19,1114.96
C101327,22.0,Low,Tier 3,Gold,23.0,299.0,4.0,5.0,157.19,328.03,625.73,962.4
C101328,,High,Tier 1,Silver,21.0,112.0,,3.0,418.35,260.22,846.0,1662.6
C101329,36.0,Mid,Tier 3,Silver,19.0,275.0,5.0,3.0,507.8,277.0,1050.62,949.8
C101330,41.0,Mid,Tier 1,Silver,17.0,61.0,5.0,5.0,,183.91,,1757.32
C101331,56.0,Mid,Tier 2,Silver,20.0,120.0,6.0,,325.73,,1139.18,1707.44
C101332,40.0,Mid,Tier 1,Silver,19.0,103.0,5.0,6.0,414.05,225.27,2200.59,2139.19
C101333,60.0,Mid,Tier 2,Gold,19.0,177.0,2.0,3.0,465.09,240.67,1117.94,1208.8
C101334,46.0,Low,Tier 2,Gold,21.0,320.0,2.0,5.0,328.06,239.57,1489.89,955.68
C101335,70.0,Mid,Tier 1,Gold,19.0,315.0,6.0,5.0,473.57,191.38,2323.67,1814.69
C101336,51.0,Mid,Tier 2,Gold,15.0,326.0,4.0,1.0,429.37,152.16,339.63,324.47
C101337,33.0,Low,Tier 2,Silver,15.0,342.0,5.0,2.0,353.43,187.98,632.7,753.72
C101338,59.0,Mid,Tier 1,Silver,18.0,10.0,3.0,3.0,453.57,227.61,1129.67,1348.09
C101339,39.0,Low,Tier 2,Silver,18.0,365.0,5.0,,317.06,201.33,674.95,696.6
C101340,46.0,Mid,Tier 1,Silver,24.0,,6.0,2.0,247.4,263.25,53.06,914.01
C101341,25.0,Mid,Tier 1,Gold,15.0,268.0,3.0,4.0,545.21,144.89,1870.66,1409.16
C101342,24.0,Mid,Tier 1,Gold,20.0,29.0,2.0,6.0,513.29,206.1,2858.63,2227.33
C101343,48.0,Mid,Tier 2,Gold,20.0,267.0,2.0,5.0,386.66,230.34,1858.93,1513.68
C101344,27.0,High,Tier 3,Gold,18.0,247.0,5.0,6.0,678.88,212.02,3748.41,2791.18
C101345,70.0,Mid,Tier 2,Silver,18.0,34.0,7.0,7.0,232.52,220.04,1776.56,1886.49
C101346,63.0,Mid,Tier 3,Gold,19.0,73.0,5.0,8.0,391.01,288.95,2818.2,2776.76
C101347,55.0,Mid,Tier 2,Silver,20.0,275.0,,2.0,444.56,205.89,562.91,809.07
C101348,56.0,Low,Tier 3,Platinum,,61.0,4.0,8.0,390.47,300.16,2757.61,2297.67
C101349,49.0,Low,Tier 3,Silver,28.0,126.0,3.0,7.0,79.3,400.41,146.06,758.66
C101350,21.0,Mid,Tier 2,Silver,25.0,,6.0,3.0,465.28,279.73,1280.1,1647.28
C101351,38.0,Low,Tier 1,Silver,19.0,316.0,9.0,3.0,165.7,232.78,278.25,994.31
C101352,44.0,Mid,,Silver,13.0,104.0,3.0,1.0,306.75,180.59,0.0,612.77
C101353,66.0,Mid,Tier 2,Silver,29.0,4.0,2.0,7.0,427.34,342.87,2859.65,2126.76
C101354,29.0,Mid,Tier 2,Silver,16.0,311.0,2.0,4.0,272.9,149.42,868.47,951.86
C101355,44.0,Low,Tier 1,Gold,12.0,341.0,3.0,2.0,356.87,148.18,468.13,697.68
C101356,36.0,High,Tier 3,Platinum,17.0,312.0,4.0,2.0,602.43,234.61,1026.52,1027.29
C101357,25.0,Mid,Tier 3,Silver,19.0,177.0,3.0,3.0,320.75,289.55,792.21,740.36
C101358,23.0,Mid,Tier 1,Silver,19.0,263.0,8.0,1.0,498.25,286.12,328.05,1203.55
C101359,37.0,Low,Tier 1,Gold,22.0,46.0,10.0,5.0,251.07,240.02,805.62,1822.7
C101360,22.0,Mid,Tier 1,Silver,20.0,233.0,6.0,5.0,421.94,221.68,2083.3,1924.74
C101361,21.0,Low,Tier 2,Gold,16.0,219.0,2.0,,190.4,199.17,436.6,600.6
C101362,36.0,Mid,Tier 3,Silver,28.0,232.0,1.0,5.0,482.99,429.14,2061.9,1556.91
C101363,28.0,Low,Tier 2,Silver,19.0,253.0,5.0,6.0,188.76,279.0,908.86,1325.57
C101364,47.0,High,Tier 1,Silver,12.0,325.0,6.0,2.0,588.35,133.46,1115.45,1326.13
C101365,18.0,Low,Tier 2,Silver,19.0,285.0,5.0,2.0,285.93,206.23,339.67,972.81
C101366,33.0,Mid,Tier 1,Gold,24.0,13.0,6.0,10.0,513.94,268.18,5009.93,4048.66
C101367,42.0,Low,Tier 2,Gold,17.0,256.0,8.0,2.0,292.98,193.04,396.83,1306.66
C101368,69.0,Mid,Tier 2,Silver,22.0,266.0,9.0,4.0,240.46,257.82,872.26,1529.05
C101369,51.0,Mid,Tier 2,Platinum,19.0,202.0,1.0,8.0,677.89,232.24,5056.11,2813.78
C101370,64.0,Mid,Tier 2,Silver,14.0,228.0,3.0,2.0,274.53,168.78,594.73,700.68
C101371,36.0,Low,Tier 3,Silver,17.0,29.0,4.0,4.0,226.8,206.43,492.85,803.2
C101372,41.0,Low,Tier 1,Platinum,24.0,95.0,3.0,9.0,455.28,249.7,4054.33,3091.84
C101373,40.0,Low,Tier 3,Platinum,17.0,315.0,8.0,4.0,456.64,241.55,1525.23,1494.59
C101374,65.0,High,Tier 1,Silver,22.0,0.0,3.0,5.0,725.32,244.93,3433.59,2424.21
C101375,68.0,Mid,Tier 2,Silver,20.0,359.0,3.0,4.0,295.47,225.1,904.25,665.93
C101376,69.0,Low,Tier 3,Silver,25.0,81.0,5.0,7.0,247.39,386.42,1236.86,2205.11
C101377,57.0,High,Tier 2,Silver,25.0,284.0,5.0,4.0,558.52,316.4,1867.53,1614.73
C101378,44.0,Low,Tier 1,Gold,18.0,80.0,4.0,3.0,483.83,206.86,1343.32,1460.53
C101379,46.0,Mid,Tier 2,Silver,17.0,12.0,6.0,6.0,337.59,229.42,1845.8,2036.45
C101380,69.0,Mid,Tier 2,Gold,13.0,221.0,9.0,1.0,428.12,183.09,398.08,1509.13
C101381,33.0,High,Tier 3,Silver,,276.0,7.0,5.0,527.92,314.61,2393.69,2048.66
C101382,36.0,Mid,Tier 2,Silver,22.0,31.0,6.0,2.0,202.34,302.94,149.26,808.97
C101383,65.0,Mid,Tier 1,Silver,23.0,98.0,5.0,3.0,475.43,270.87,,1367.61
C101384,38.0,High,Tier 2,Silver,21.0,111.0,4.0,,408.57,279.73,1006.74,1221.84
C101385,30.0,Low,Tier 1,Gold,20.0,352.0,5.0,6.0,389.26,232.36,1988.87,2011.4
C101386,47.0,High,Tier 1,Platinum,15.0,113.0,9.0,2.0,874.4,210.34,1394.16,1963.61
C101387,35.0,High,Tier 2,Platinum,19.0,23.0,7.0,5.0,707.43,222.07,,3401.03
C101388,65.0,High,Tier 3,Gold,25.0,360.0,3.0,8.0,556.43,360.57,4083.47,2638.87
C101389,66.0,Low,Tier 1,Silver,18.0,,4.0,2.0,273.24,190.92,365.95,930.58
C101390,34.0,Low,Tier 3,Platinum,14.0,178.0,,5.0,458.95,171.2,2056.27,1728.68
C101391,46.0,Mid,Tier 2,Platinum,19.0,66.0,8.0,8.0,498.68,238.18,3566.5,3414.6
C101392,70.0,Mid,Tier 3,Platinum,23.0,92.0,8.0,7.0,420.3,360.29,2821.36,3081.8
C101393,57.0,Mid,Tier 1,Silver,10.0,275.0,3.0,4.0,411.37,94.14,1405.67,692.13
C101394,29.0,High,Tier 2,Silver,24.0,49.0,5.0,4.0,466.69,321.14,1430.31,1610.86
C101395,49.0,Mid,Tier 1,Gold,22.0,238.0,6.0,5.0,624.0,294.34,2790.64,2443.92
C101396,50.0,Low,Tier 1,Silver,27.0,207.0,11.0,7.0,299.82,333.94,1711.58,2601.36
C101397,52.0,Mid,Tier 2,Silver,19.0,266.0,5.0,3.0,349.89,251.75,731.17,1464.51
C101398,19.0,Low,Tier 2,Silver,17.0,58.0,3.0,4.0,165.78,190.86,558.21,786.14
C101399,33.0,Low,Tier 1,Gold,15.0,129.0,8.0,4.0,392.74,144.51,1563.87,1547.4
C101400,63.0,Low,Tier 1,Silver,25.0,1.0,4.0,3.0,210.51,286.93,342.19,1010.6
C101401,30.0,High,Tier 3,Gold,11.0,321.0,7.0,3.0,516.54,194.07,1394.55,1587.19
C101402,33.0,Mid,Tier 3,Gold,17.0,361.0,5.0,5.0,320.39,282.7,1212.02,1332.52
C101403,35.0,Mid,Tier 2,Silver,22.0,163.0,7.0,4.0,391.1,234.42,1404.08,1782.51
C101404,27.0,Mid,Tier 3,Silver,18.0,193.0,8.0,1.0,306.29,223.26,54.86,896.98
C101405,26.0,Mid,Tier 1,Platinum,16.0,49.0,7.0,3.0,736.01,169.72,1997.51,2395.7
C101406,36.0,High,Tier 2,Silver,21.0,320.0,,5.0,392.19,203.54,1877.61,1538.84
C101407,64.0,High,Tier 3,Silver,19.0,280.0,8.0,5.0,428.27,255.28,1718.21,1967.18
C101408,18.0,Mid,Tier 2,Silver,19.0,42.0,4.0,5.0,359.9,240.04,1688.19,1569.2
C101409,33.0,High,Tier 1,Silver,20.0,193.0,5.0,3.0,531.1,164.86,1426.24,1674.18
C101410,21.0,Mid,Tier 2,Gold,,62.0,7.0,5.0,523.62,346.11,2219.28,2634.96
C101411,47.0,Mid,Tier 2,Silver,25.0,217.0,4.0,8.0,343.55,335.42,2628.75,2106.72
C101412,31.0,High,Tier 2,Platinum,13.0,240.0,2.0,3.0,671.59,178.78,1937.23,1609.96
C101413,59.0,Mid,Tier 2,Silver,15.0,140.0,6.0,1.0,381.14,189.94,0.0,764.65
C101414,49.0,Mid,Tier 2,Platinum,22.0,161.0,6.0,2.0,702.22,266.7,1258.79,1942.19
C101415,59.0,Low,Tier 1,Gold,19.0,260.0,5.0,7.0,321.77,256.34,2072.15,1768.27
C101416,51.0,Mid,Tier 2,Silver,12.0,57.0,5.0,1.0,343.35,,38.51,565.64
C101417,41.0,Mid,Tier 1,Gold,17.0,13.0,5.0,1.0,518.39,197.15,317.25,1151.82
C101418,63.0,Mid,Tier 3,Silver,20.0,152.0,4.0,3.0,389.16,316.07,953.09,818.91
C101419,43.0,Mid,Tier 2,Platinum,18.0,179.0,7.0,4.0,618.98,181.89,2079.24,2323.33
C101420,68.0,Low,Tier 2,Gold,15.0,104.0,2.0,4.0,337.02,199.83,1247.24,1351.5
C101421,70.0,High,Tier 2,Silver,19.0,156.0,2.0,4.0,438.04,241.7,1469.04,1644.97
C101422,49.0,Low,Tier 1,Silver,27.0,37.0,3.0,4.0,263.37,329.01,708.13,1376.76
C101423,53.0,High,Tier 2,Platinum,22.0,273.0,3.0,8.0,793.55,266.35,6223.58,4349.49
C101424,31.0,Low,Tier 2,Gold,18.0,280.0,5.0,5.0,270.31,258.06,1006.64,1299.18
C101425,61.0,Mid,Tier 2,Silver,24.0,97.0,8.0,10.0,238.79,315.08,1945.4,2601.73
C101426,53.0,Mid,Tier 2,Silver,17.0,238.0,4.0,6.0,331.16,238.32,1838.55,1557.35
C101427,65.0,High,Tier 3,Silver,22.0,85.0,5.0,4.0,383.23,331.43,1218.51,1823.63
C101428,32.0,Low,Tier 2,Gold,18.0,144.0,4.0,3.0,297.04,244.72,597.63,668.03
C101429,59.0,High,Tier 2,Gold,26.0,117.0,3.0,10.0,632.85,323.24,5846.83,3798.5
C101430,42.0,Mid,Tier 2,Gold,23.0,355.0,2.0,10.0,444.54,272.43,4128.65,2539.24
C101431,27.0,Mid,Tier 1,Gold,12.0,175.0,7.0,3.0,484.06,163.74,1220.67,1774.76
C101432,27.0,Mid,Tier 1,Gold,20.0,231.0,5.0,7.0,407.77,233.39,2594.49,2341.4
C101433,47.0,Low,Tier 3,Silver,24.0,76.0,4.0,4.0,203.67,381.0,245.04,789.99
C101434,34.0,Mid,Tier 3,,19.0,339.0,4.0,4.0,,237.34,737.17,672.2
C101435,23.0,Low,Tier 3,Silver,16.0,250.0,7.0,4.0,173.92,223.03,523.02,1104.21
C101436,40.0,Low,Tier 1,Gold,15.0,38.0,6.0,2.0,312.63,163.09,453.55,1200.94
C101437,52.0,Mid,,Silver,18.0,,5.0,3.0,403.09,274.51,912.43,1213.54
C101438,34.0,Mid,Tier 2,Gold,14.0,185.0,8.0,1.0,441.83,151.81,176.4,1136.25
C101439,68.0,Low,Tier 3,Platinum,22.0,154.0,5.0,7.0,357.6,315.28,2078.18,2079.89
C101440,59.0,Low,Tier 1,Gold,18.0,293.0,6.0,9.0,285.92,164.56,2375.62,2277.55
C101441,45.0,Low,Tier 1,Silver,14.0,204.0,4.0,2.0,163.84,210.97,113.56,721.16
C101442,67.0,Low,Tier 1,Gold,20.0,203.0,13.0,5.0,485.06,219.87,2105.12,2855.08
C101443,40.0,Mid,Tier 3,Silver,23.0,137.0,4.0,4.0,247.16,376.44,634.41,1015.44
C101444,25.0,Low,Tier 3,Silver,19.0,308.0,6.0,4.0,213.01,242.46,631.43,1198.08
C101445,19.0,High,Tier 2,Gold,18.0,256.0,4.0,3.0,551.94,191.8,1340.59,1385.82
C101446,67.0,Low,Tier 1,Gold,26.0,258.0,3.0,6.0,446.2,332.92,2491.2,2158.58
C101447,68.0,Low,Tier 2,Silver,17.0,240.0,10.0,6.0,285.79,165.47,1450.55,2117.93
C101448,57.0,High,Tier 2,Platinum,15.0,243.0,3.0,7.0,698.63,,4592.1,3030.48
C101449,23.0,Low,Tier 1,Silver,20.0,277.0,6.0,3.0,343.1,221.09,732.63,1200.86
C101450,33.0,Mid,Tier 1,Platinum,13.0,85.0,3.0,2.0,535.76,210.09,699.56,699.95
C101451,20.0,High,Tier 2,Gold,23.0,191.0,8.0,4.0,582.54,321.27,1799.91,2121.22
C101452,20.0,High,Tier 2,Platinum,27.0,48.0,7.0,7.0,515.72,355.85,3382.18,3556.13
C101453,31.0,Mid,Tier 3,Gold,15.0,134.0,5.0,5.0,418.82,286.13,1917.72,2048.08
C101454,48.0,Low,Tier 2,Platinum,22.0,106.0,5.0,6.0,386.02,248.68,1963.01,2067.99
C101455,21.0,Mid,Tier 2,Gold,21.0,,8.0,7.0,419.37,271.71,2741.41,2651.86
C101456,70.0,High,Tier 2,Silver,16.0,200.0,2.0,4.0,569.15,168.57,2031.5,1533.62
C101457,42.0,High,Tier 2,Silver,21.0,159.0,1.0,4.0,412.5,274.07,1254.37,656.62
C101458,31.0,Low,Tier 1,Gold,15.0,166.0,6.0,2.0,320.79,188.73,423.23,1208.0
C101459,,Mid,Tier 2,Silver,22.0,319.0,4.0,3.0,230.9,233.36,428.53,753.59
C101460,59.0,Low,Tier 1,Platinum,11.0,132.0,6.0,3.0,486.79,130.75,1448.53,1673.6
C101461,34.0,Low,Tier 2,Silver,23.0,44.0,4.0,2.0,257.01,278.61,0.0,1033.62
C101462,20.0,Mid,Tier 2,Platinum,19.0,289.0,4.0,4.0,618.25,229.83,2209.03,2027.13
C101463,20.0,Low,Tier 2,Silver,13.0,78.0,5.0,4.0,259.63,200.98,1108.7,1492.91
C101464,63.0,Low,Tier 2,Gold,17.0,356.0,4.0,5.0,354.87,177.47,1328.52,1477.42
C101465,23.0,Low,Tier 1,Platinum,19.0,243.0,4.0,3.0,524.68,211.2,1294.98,1314.83
C101466,51.0,Mid,Tier 2,Silver,17.0,93.0,3.0,3.0,378.93,129.89,969.34,995.83
C101467,38.0,Low,Tier 2,Gold,11.0,210.0,4.0,3.0,317.62,148.91,821.88,990.37
C101468,59.0,Mid,Tier 3,Silver,15.0,341.0,5.0,2.0,357.98,240.62,563.64,1112.49
C101469,21.0,Low,Tier 2,Gold,20.0,335.0,7.0,,379.73,262.06,2413.19,1935.8
C101470,65.0,High,Tier 3,Gold,16.0,145.0,8.0,4.0,611.78,229.29,2407.67,2400.1
C101471,55.0,Low,Tier 2,Silver,15.0,10.0,2.0,5.0,444.88,161.56,2017.89,1497.08
C101472,41.0,Mid,Tier 3,Silver,24.0,29.0,5.0,,235.08,309.78,286.94,1245.69
C101473,28.0,Low,Tier 1,Silver,20.0,321.0,3.0,5.0,343.29,254.12,1444.35,939.05
C101474,69.0,Low,Tier 1,Silver,14.0,241.0,3.0,1.0,300.6,147.4,246.97,482.57
C101475,34.0,Low,Tier 1,Gold,19.0,265.0,4.0,5.0,393.4,186.16,1703.96,1852.45
C101476,43.0,Low,Tier 1,Silver,12.0,264.0,4.0,5.0,362.44,169.95,1535.05,1014.02
C101477,38.0,Low,Tier 3,Platinum,19.0,283.0,3.0,8.0,395.77,262.64,2745.84,1891.31
C101478,30.0,Mid,Tier 2,Platinum,23.0,186.0,7.0,11.0,474.76,280.24,4911.45,3924.08
C101479,40.0,Mid,Tier 2,Platinum,27.0,138.0,4.0,13.0,518.28,239.24,6413.59,4659.64
C101480,26.0,Low,Tier 2,Gold,17.0,86.0,2.0,6.0,373.96,202.94,2081.19,1715.81
C101481,18.0,,Tier 2,Silver,24.0,112.0,7.0,4.0,287.96,282.11,951.07,1838.73
C101482,33.0,Mid,Tier 2,Gold,18.0,274.0,5.0,1.0,,262.49,210.54,984.48
C101483,23.0,Low,Tier 3,Gold,12.0,5.0,5.0,3.0,271.01,165.38,746.37,1106.69
C101484,39.0,Mid,Tier 2,Platinum,19.0,53.0,,5.0,444.37,152.24,2200.89,2466.0
C101485,63.0,Low,Tier 2,Silver,20.0,288.0,7.0,3.0,201.52,233.99,452.68,756.65
C101486,26.0,Low,Tier 1,Silver,30.0,237.0,3.0,3.0,456.98,,875.55,1203.82
C101487,18.0,Mid,Tier 3,Platinum,23.0,59.0,6.0,5.0,460.26,370.66,1964.15,2689.84
C101488,23.0,High,Tier 1,Gold,22.0,13.0,5.0,9.0,709.84,262.78,6038.8,4286.19
C101489,44.0,High,Tier 2,Silver,16.0,82.0,3.0,3.0,406.49,180.91,1021.5,1058.67
C101490,32.0,High,Tier 3,Gold,25.0,43.0,5.0,6.0,581.9,355.46,3130.21,2685.57
C101491,43.0,Mid,Tier 1,Silver,21.0,101.0,9.0,5.0,381.5,325.67,1283.15,2315.79
C101492,19.0,Low,Tier 1,,18.0,304.0,5.0,8.0,440.56,229.11,3170.42,2523.73
C101493,35.0,Low,Tier 2,Silver,22.0,318.0,6.0,5.0,236.67,256.44,866.87,1173.44
C101494,39.0,Low,Tier 2,Silver,11.0,104.0,7.0,3.0,225.06,158.33,181.51,771.1
C101495,40.0,Low,Tier 3,Silver,20.0,105.0,3.0,6.0,224.09,252.18,1249.43,1235.94
C101496,47.0,Low,Tier 3,Silver,24.0,302.0,7.0,5.0,236.6,321.9,875.75,1214.87
C101497,59.0,Mid,Tier 2,Silver,29.0,155.0,3.0,3.0,,333.59,785.19,1116.73
C101498,42.0,Low,Tier 3,Silver,24.0,78.0,3.0,5.0,180.67,289.66,736.36,1133.23
C101499,62.0,Low,Tier 2,Silver,24.0,273.0,3.0,2.0,190.62,313.94,152.9,407.06
C101500,46.0,Mid,Tier 3,,17.0,179.0,5.0,7.0,280.66,219.72,1830.82,1726.76
C101501,31.0,Mid,Tier 1,Gold,23.0,326.0,4.0,6.0,456.13,279.27,2580.56,2205.19
C101502,30.0,High,Tier 2,Gold,21.0,321.0,7.0,5.0,455.26,236.87,2075.6,1966.43
C101503,35.0,Low,Tier 1,Silver,18.0,289.0,4.0,3.0,199.48,224.61,412.84,983.58
C101504,49.0,Mid,Tier 1,Silver,20.0,355.0,3.0,4.0,383.08,290.53,1295.58,1117.97
C101505,30.0,Low,Tier 2,Gold,19.0,195.0,13.0,5.0,374.86,218.49,1497.43,2654.08
C101506,66.0,Mid,Tier 1,Platinum,22.0,200.0,3.0,8.0,616.93,251.16,,3208.71
C101507,43.0,Low,Tier 2,Platinum,19.0,0.0,6.0,7.0,579.35,194.38,3613.57,2808.81
C101508,63.0,Low,Tier 2,Platinum,23.0,61.0,3.0,5.0,444.28,268.24,2037.31,2153.47
C101509,54.0,Mid,Tier 1,Gold,24.0,57.0,10.0,8.0,,237.23,3854.44,3987.5
C101510,35.0,Low,Tier 2,Platinum,25.0,337.0,6.0,8.0,329.45,338.68,2264.19,2286.23
C101511,30.0,Low,Tier 2,Silver,24.0,92.0,4.0,3.0,309.02,270.45,675.72,928.14
C101512,57.0,High,Tier 3,Gold,18.0,227.0,7.0,3.0,577.67,228.7,1674.75,1996.34
C101513,35.0,Low,Tier 1,Platinum,12.0,151.0,4.0,4.0,407.18,138.93,1569.09,1359.4
C101514,31.0,Mid,Tier 3,Gold,20.0,279.0,5.0,4.0,396.9,308.54,1303.27,1574.19
C101515,67.0,Mid,Tier 3,Silver,8.0,132.0,3.0,1.0,437.39,106.94,380.19,671.54
C101516,43.0,Low,Tier 2,Silver,25.0,343.0,4.0,6.0,283.4,329.65,1639.45,1371.29
C101517,20.0,Mid,Tier 2,Silver,13.0,188.0,4.0,4.0,418.0,143.71,1409.3,1318.31
C101518,44.0,Low,Tier 2,Silver,14.0,89.0,5.0,4.0,235.44,146.75,961.96,1333.92
C101519,42.0,Mid,Tier 3,Gold,22.0,150.0,4.0,7.0,253.34,314.68,1461.39,1827.84
C101520,63.0,Low,Tier 2,Gold,17.0,133.0,4.0,4.0,366.62,199.52,1257.55,1502.75
